 I    | PH(0 0), PH(0 1), PH(1 0), PH(1 1)  | PR(0 0), PR(0 1), PR(1 0), PR(1 1)  | AH(0), AH(1)  | AR(0), AR(1)
370|3.90618,0.0479757,0.0479757,0.0287617 | 10.156,0.469709,0.469709,0.0334138 | -0.0232578,0.00135664 | -2.67493,-0.18135
371|3.90606,0.0479757,0.0479757,0.0287598 | 10.1586,0.469847,0.469847,0.03342 | -0.0234642,0.00136315 | -2.67508,-0.181335
372|3.90593,0.0479758,0.0479758,0.0287579 | 10.1611,0.469984,0.469984,0.0334262 | -0.0236701,0.00136965 | -2.67522,-0.18132
373|3.90581,0.0479758,0.0479758,0.028756 | 10.1636,0.470122,0.470122,0.0334324 | -0.0238756,0.00137613 | -2.67536,-0.181305
374|3.90568,0.0479758,0.0479758,0.0287541 | 10.1661,0.47026,0.47026,0.0334386 | -0.0240806,0.00138261 | -2.6755,-0.18129
375|3.90556,0.0479758,0.0479758,0.0287523 | 10.1686,0.470397,0.470397,0.0334449 | -0.0242853,0.00138907 | -2.67563,-0.181274
376|3.90543,0.0479758,0.0479758,0.0287504 | 10.1711,0.470535,0.470535,0.0334511 | -0.0244895,0.00139551 | -2.67576,-0.181258
377|3.90531,0.0479758,0.0479758,0.0287485 | 10.1736,0.470673,0.470673,0.0334573 | -0.0246933,0.00140195 | -2.67588,-0.181242
378|3.90518,0.0479758,0.0479758,0.0287466 | 10.1762,0.47081,0.47081,0.0334635 | -0.0248966,0.00140838 | -2.67601,-0.181225
379|3.90506,0.0479758,0.0479758,0.0287447 | 10.1787,0.470947,0.470947,0.0334697 | -0.0250996,0.00141479 | -2.67612,-0.181208
380|3.90494,0.0479758,0.0479758,0.0287429 | 10.1812,0.471085,0.471085,0.0334759 | -0.0253021,0.00142119 | -2.67624,-0.181192
381|3.90481,0.0479758,0.0479758,0.028741 | 10.1837,0.471222,0.471222,0.033482 | -0.0255041,0.00142758 | -2.67635,-0.181174
382|3.90469,0.0479757,0.0479757,0.0287391 | 10.1862,0.471359,0.471359,0.0334882 | -0.0257058,0.00143396 | -2.67645,-0.181157
383|3.90457,0.0479757,0.0479757,0.0287372 | 10.1887,0.471496,0.471496,0.0334944 | -0.025907,0.00144033 | -2.67655,-0.18114
384|3.90444,0.0479757,0.0479757,0.0287354 | 10.1912,0.471633,0.471633,0.0335006 | -0.0261078,0.00144668 | -2.67665,-0.181122
385|3.90432,0.0479757,0.0479757,0.0287335 | 10.1937,0.47177,0.47177,0.0335068 | -0.0263082,0.00145302 | -2.67675,-0.181104
386|3.9042,0.0479756,0.0479756,0.0287316 | 10.1962,0.471907,0.471907,0.033513 | -0.0265081,0.00145935 | -2.67684,-0.181086
387|3.90408,0.0479756,0.0479756,0.0287297 | 10.1987,0.472044,0.472044,0.0335191 | -0.0267076,0.00146567 | -2.67692,-0.181067
388|3.90395,0.0479755,0.0479755,0.0287279 | 10.2012,0.472181,0.472181,0.0335253 | -0.0269067,0.00147197 | -2.67701,-0.181048
389|3.90383,0.0479755,0.0479755,0.028726 | 10.2037,0.472318,0.472318,0.0335315 | -0.0271054,0.00147826 | -2.67709,-0.18103
390|3.90371,0.0479754,0.0479754,0.0287241 | 10.2062,0.472454,0.472454,0.0335376 | -0.0273036,0.00148455 | -2.67716,-0.18101
391|3.90359,0.0479754,0.0479754,0.0287223 | 10.2087,0.472591,0.472591,0.0335438 | -0.0275014,0.00149081 | -2.67723,-0.180991
392|3.90347,0.0479753,0.0479753,0.0287204 | 10.2112,0.472728,0.472728,0.03355 | -0.0276987,0.00149707 | -2.6773,-0.180971
393|3.90335,0.0479752,0.0479752,0.0287185 | 10.2137,0.472864,0.472864,0.0335561 | -0.0278957,0.00150332 | -2.67736,-0.180952
394|3.90323,0.0479752,0.0479752,0.0287167 | 10.2162,0.473,0.473,0.0335623 | -0.0280922,0.00150955 | -2.67742,-0.180932
395|3.90311,0.0479751,0.0479751,0.0287148 | 10.2187,0.473137,0.473137,0.0335684 | -0.0282882,0.00151577 | -2.67748,-0.180911
396|3.90299,0.047975,0.047975,0.0287129 | 10.2212,0.473273,0.473273,0.0335746 | -0.0284839,0.00152197 | -2.67753,-0.180891
397|3.90287,0.0479749,0.0479749,0.0287111 | 10.2237,0.473409,0.473409,0.0335807 | -0.0286791,0.00152817 | -2.67758,-0.18087
398|3.90275,0.0479748,0.0479748,0.0287092 | 10.2262,0.473545,0.473545,0.0335868 | -0.0288739,0.00153435 | -2.67763,-0.180849
399|3.90263,0.0479747,0.0479747,0.0287074 | 10.2287,0.473681,0.473681,0.033593 | -0.0290682,0.00154052 | -2.67767,-0.180828
400|3.90251,0.0479747,0.0479747,0.0287055 | 10.2312,0.473817,0.473817,0.0335991 | -0.0292621,0.00154668 | -2.67771,-0.180807
401|3.90239,0.0479746,0.0479746,0.0287036 | 10.2337,0.473953,0.473953,0.0336052 | -0.0294556,0.00155283 | -2.67774,-0.180785
402|3.90228,0.0479744,0.0479744,0.0287018 | 10.2362,0.474089,0.474089,0.0336114 | -0.0296486,0.00155896 | -2.67777,-0.180764
403|3.90216,0.0479743,0.0479743,0.0286999 | 10.2386,0.474225,0.474225,0.0336175 | -0.0298412,0.00156508 | -2.6778,-0.180742
404|3.90204,0.0479742,0.0479742,0.0286981 | 10.2411,0.474361,0.474361,0.0336236 | -0.0300334,0.00157119 | -2.67782,-0.180719
405|3.90192,0.0479741,0.0479741,0.0286962 | 10.2436,0.474496,0.474496,0.0336297 | -0.0302252,0.00157729 | -2.67784,-0.180697
406|3.9018,0.047974,0.047974,0.0286944 | 10.2461,0.474632,0.474632,0.0336358 | -0.0304165,0.00158337 | -2.67785,-0.180674
407|3.90169,0.0479739,0.0479739,0.0286925 | 10.2486,0.474768,0.474768,0.0336419 | -0.0306074,0.00158944 | -2.67787,-0.180651
408|3.90157,0.0479737,0.0479737,0.0286907 | 10.2511,0.474903,0.474903,0.033648 | -0.0307978,0.0015955 | -2.67787,-0.180628
409|3.90145,0.0479736,0.0479736,0.0286888 | 10.2535,0.475038,0.475038,0.0336541 | -0.0309878,0.00160154 | -2.67788,-0.180605
410|3.90134,0.0479735,0.0479735,0.028687 | 10.256,0.475174,0.475174,0.0336602 | -0.0311774,0.00160758 | -2.67788,-0.180581
411|3.90122,0.0479733,0.0479733,0.0286851 | 10.2585,0.475309,0.475309,0.0336663 | -0.0313666,0.0016136 | -2.67787,-0.180558
412|3.9011,0.0479732,0.0479732,0.0286833 | 10.261,0.475444,0.475444,0.0336724 | -0.0315553,0.0016196 | -2.67787,-0.180534
413|3.90099,0.0479731,0.0479731,0.0286814 | 10.2634,0.475579,0.475579,0.0336785 | -0.0317435,0.0016256 | -2.67785,-0.180509
414|3.90087,0.0479729,0.0479729,0.0286796 | 10.2659,0.475714,0.475714,0.0336846 | -0.0319314,0.00163158 | -2.67784,-0.180485
415|3.90076,0.0479727,0.0479727,0.0286778 | 10.2684,0.475849,0.475849,0.0336907 | -0.0321188,0.00163755 | -2.67782,-0.18046
416|3.90064,0.0479726,0.0479726,0.0286759 | 10.2709,0.475984,0.475984,0.0336968 | -0.0323058,0.0016435 | -2.6778,-0.180435
417|3.90053,0.0479724,0.0479724,0.0286741 | 10.2733,0.476119,0.476119,0.0337028 | -0.0324923,0.00164945 | -2.67777,-0.18041
418|3.90041,0.0479722,0.0479722,0.0286722 | 10.2758,0.476253,0.476253,0.0337089 | -0.0326784,0.00165538 | -2.67774,-0.180385
419|3.9003,0.0479721,0.0479721,0.0286704 | 10.2783,0.476388,0.476388,0.033715 | -0.0328641,0.0016613 | -2.67771,-0.180359
420|3.90018,0.0479719,0.0479719,0.0286686 | 10.2807,0.476522,0.476522,0.033721 | -0.0330493,0.00166721 | -2.67767,-0.180334
421|3.90007,0.0479717,0.0479717,0.0286667 | 10.2832,0.476657,0.476657,0.0337271 | -0.0332341,0.0016731 | -2.67763,-0.180308
422|3.89996,0.0479716,0.0479716,0.0286649 | 10.2857,0.476791,0.476791,0.0337332 | -0.0334185,0.00167898 | -2.67758,-0.180282
423|3.89984,0.0479714,0.0479714,0.0286631 | 10.2881,0.476926,0.476926,0.0337392 | -0.0336024,0.00168485 | -2.67753,-0.180255
424|3.89973,0.0479712,0.0479712,0.0286612 | 10.2906,0.47706,0.47706,0.0337453 | -0.0337859,0.00169071 | -2.67748,-0.180229
425|3.89962,0.047971,0.047971,0.0286594 | 10.2931,0.477194,0.477194,0.0337513 | -0.0339689,0.00169655 | -2.67742,-0.180202
426|3.8995,0.0479708,0.0479708,0.0286576 | 10.2955,0.477328,0.477328,0.0337573 | -0.0341515,0.00170238 | -2.67736,-0.180175
427|3.89939,0.0479706,0.0479706,0.0286557 | 10.298,0.477462,0.477462,0.0337634 | -0.0343337,0.00170819 | -2.6773,-0.180147
428|3.89928,0.0479704,0.0479704,0.0286539 | 10.3004,0.477596,0.477596,0.0337694 | -0.0345155,0.001714 | -2.67723,-0.18012
429|3.89917,0.0479702,0.0479702,0.0286521 | 10.3029,0.47773,0.47773,0.0337755 | -0.0346968,0.00171979 | -2.67716,-0.180092
430|3.89905,0.04797,0.04797,0.0286502 | 10.3054,0.477864,0.477864,0.0337815 | -0.0348776,0.00172556 | -2.67709,-0.180064
431|3.89894,0.0479697,0.0479697,0.0286484 | 10.3078,0.477998,0.477998,0.0337875 | -0.0350581,0.00173133 | -2.67701,-0.180036
432|3.89883,0.0479695,0.0479695,0.0286466 | 10.3103,0.478131,0.478131,0.0337935 | -0.0352381,0.00173708 | -2.67692,-0.180008
433|3.89872,0.0479693,0.0479693,0.0286448 | 10.3127,0.478265,0.478265,0.0337995 | -0.0354176,0.00174281 | -2.67684,-0.179979
434|3.89861,0.0479691,0.0479691,0.028643 | 10.3152,0.478398,0.478398,0.0338056 | -0.0355967,0.00174854 | -2.67675,-0.17995
435|3.8985,0.0479688,0.0479688,0.0286411 | 10.3176,0.478532,0.478532,0.0338116 | -0.0357754,0.00175425 | -2.67665,-0.179921
436|3.89839,0.0479686,0.0479686,0.0286393 | 10.3201,0.478665,0.478665,0.0338176 | -0.0359537,0.00175995 | -2.67656,-0.179892
437|3.89828,0.0479684,0.0479684,0.0286375 | 10.3225,0.478798,0.478798,0.0338236 | -0.0361315,0.00176564 | -2.67646,-0.179863
438|3.89817,0.0479681,0.0479681,0.0286357 | 10.325,0.478931,0.478931,0.0338296 | -0.0363088,0.00177131 | -2.67635,-0.179833
439|3.89806,0.0479679,0.0479679,0.0286339 | 10.3274,0.479064,0.479064,0.0338356 | -0.0364858,0.00177697 | -2.67624,-0.179803
440|3.89795,0.0479676,0.0479676,0.0286321 | 10.3299,0.479197,0.479197,0.0338416 | -0.0366623,0.00178262 | -2.67613,-0.179773
441|3.89784,0.0479674,0.0479674,0.0286302 | 10.3323,0.47933,0.47933,0.0338475 | -0.0368383,0.00178825 | -2.67601,-0.179743
442|3.89773,0.0479671,0.0479671,0.0286284 | 10.3347,0.479463,0.479463,0.0338535 | -0.0370139,0.00179387 | -2.67589,-0.179712
443|3.89762,0.0479669,0.0479669,0.0286266 | 10.3372,0.479596,0.479596,0.0338595 | -0.0371891,0.00179948 | -2.67577,-0.179682
444|3.89751,0.0479666,0.0479666,0.0286248 | 10.3396,0.479729,0.479729,0.0338655 | -0.0373639,0.00180508 | -2.67564,-0.179651
445|3.8974,0.0479663,0.0479663,0.028623 | 10.342,0.479861,0.479861,0.0338715 | -0.0375382,0.00181066 | -2.67551,-0.179619
446|3.8973,0.0479661,0.0479661,0.0286212 | 10.3445,0.479994,0.479994,0.0338774 | -0.037712,0.00181623 | -2.67538,-0.179588
447|3.89719,0.0479658,0.0479658,0.0286194 | 10.3469,0.480126,0.480126,0.0338834 | -0.0378855,0.00182179 | -2.67524,-0.179556
448|3.89708,0.0479655,0.0479655,0.0286176 | 10.3494,0.480259,0.480259,0.0338894 | -0.0380585,0.00182733 | -2.6751,-0.179525
449|3.89697,0.0479653,0.0479653,0.0286158 | 10.3518,0.480391,0.480391,0.0338953 | -0.038231,0.00183286 | -2.67495,-0.179493
450|3.89686,0.047965,0.047965,0.028614 | 10.3542,0.480523,0.480523,0.0339013 | -0.0384031,0.00183837 | -2.6748,-0.17946
451|3.89676,0.0479647,0.0479647,0.0286122 | 10.3566,0.480655,0.480655,0.0339072 | -0.0385748,0.00184388 | -2.67465,-0.179428
452|3.89665,0.0479644,0.0479644,0.0286104 | 10.3591,0.480787,0.480787,0.0339132 | -0.038746,0.00184936 | -2.67449,-0.179395
453|3.89654,0.0479641,0.0479641,0.0286086 | 10.3615,0.480919,0.480919,0.0339191 | -0.0389168,0.00185484 | -2.67433,-0.179362
454|3.89644,0.0479638,0.0479638,0.0286068 | 10.3639,0.481051,0.481051,0.033925 | -0.0390872,0.0018603 | -2.67417,-0.179329
455|3.89633,0.0479635,0.0479635,0.028605 | 10.3663,0.481183,0.481183,0.033931 | -0.0392571,0.00186575 | -2.674,-0.179296
456|3.89622,0.0479632,0.0479632,0.0286032 | 10.3688,0.481314,0.481314,0.0339369 | -0.0394266,0.00187119 | -2.67383,-0.179263
457|3.89612,0.0479629,0.0479629,0.0286014 | 10.3712,0.481446,0.481446,0.0339428 | -0.0395957,0.00187661 | -2.67365,-0.179229
458|3.89601,0.0479626,0.0479626,0.0285996 | 10.3736,0.481577,0.481577,0.0339487 | -0.0397643,0.00188202 | -2.67347,-0.179195
459|3.89591,0.0479622,0.0479622,0.0285978 | 10.376,0.481709,0.481709,0.0339547 | -0.0399324,0.00188741 | -2.67329,-0.179161
460|3.8958,0.0479619,0.0479619,0.028596 | 10.3784,0.48184,0.48184,0.0339606 | -0.0401002,0.0018928 | -2.6731,-0.179127
461|3.8957,0.0479616,0.0479616,0.0285942 | 10.3809,0.481971,0.481971,0.0339665 | -0.0402675,0.00189816 | -2.67291,-0.179092
462|3.89559,0.0479613,0.0479613,0.0285924 | 10.3833,0.482103,0.482103,0.0339724 | -0.0404343,0.00190352 | -2.67272,-0.179057
463|3.89549,0.047961,0.047961,0.0285907 | 10.3857,0.482234,0.482234,0.0339783 | -0.0406007,0.00190887 | -2.67252,-0.179022
464|3.89538,0.0479606,0.0479606,0.0285889 | 10.3881,0.482365,0.482365,0.0339842 | -0.0407667,0.0019142 | -2.67232,-0.178987
465|3.89528,0.0479603,0.0479603,0.0285871 | 10.3905,0.482496,0.482496,0.0339901 | -0.0409323,0.00191951 | -2.67211,-0.178952
466|3.89518,0.0479599,0.0479599,0.0285853 | 10.3929,0.482626,0.482626,0.033996 | -0.0410974,0.00192482 | -2.67191,-0.178916
467|3.89507,0.0479596,0.0479596,0.0285835 | 10.3953,0.482757,0.482757,0.0340019 | -0.041262,0.0019301 | -2.67169,-0.17888
468|3.89497,0.0479593,0.0479593,0.0285818 | 10.3977,0.482888,0.482888,0.0340077 | -0.0414263,0.00193538 | -2.67148,-0.178844
469|3.89487,0.0479589,0.0479589,0.02858 | 10.4001,0.483018,0.483018,0.0340136 | -0.04159,0.00194065 | -2.67126,-0.178808
470|3.89476,0.0479586,0.0479586,0.0285782 | 10.4025,0.483149,0.483149,0.0340195 | -0.0417534,0.0019459 | -2.67103,-0.178771
471|3.89466,0.0479582,0.0479582,0.0285764 | 10.4049,0.483279,0.483279,0.0340254 | -0.0419163,0.00195113 | -2.67081,-0.178735
472|3.89456,0.0479578,0.0479578,0.0285746 | 10.4073,0.48341,0.48341,0.0340312 | -0.0420788,0.00195635 | -2.67058,-0.178698
473|3.89446,0.0479575,0.0479575,0.0285729 | 10.4097,0.48354,0.48354,0.0340371 | -0.0422408,0.00196156 | -2.67034,-0.178661
474|3.89435,0.0479571,0.0479571,0.0285711 | 10.4121,0.48367,0.48367,0.0340429 | -0.0424024,0.00196675 | -2.6701,-0.178624
475|3.89425,0.0479568,0.0479568,0.0285693 | 10.4145,0.4838,0.4838,0.0340488 | -0.0425636,0.00197194 | -2.66986,-0.178586
476|3.89415,0.0479564,0.0479564,0.0285676 | 10.4169,0.48393,0.48393,0.0340546 | -0.0427243,0.0019771 | -2.66962,-0.178548
477|3.89405,0.047956,0.047956,0.0285658 | 10.4193,0.48406,0.48406,0.0340605 | -0.0428846,0.00198226 | -2.66937,-0.178511
478|3.89395,0.0479556,0.0479556,0.028564 | 10.4217,0.484189,0.484189,0.0340663 | -0.0430444,0.0019874 | -2.66912,-0.178472
479|3.89385,0.0479552,0.0479552,0.0285623 | 10.4241,0.484319,0.484319,0.0340722 | -0.0432038,0.00199253 | -2.66886,-0.178434
480|3.89375,0.0479549,0.0479549,0.0285605 | 10.4265,0.484449,0.484449,0.034078 | -0.0433628,0.00199764 | -2.6686,-0.178396
481|3.89365,0.0479545,0.0479545,0.0285587 | 10.4289,0.484578,0.484578,0.0340838 | -0.0435214,0.00200274 | -2.66834,-0.178357
482|3.89355,0.0479541,0.0479541,0.028557 | 10.4313,0.484708,0.484708,0.0340896 | -0.0436795,0.00200783 | -2.66807,-0.178318
483|3.89345,0.0479537,0.0479537,0.0285552 | 10.4336,0.484837,0.484837,0.0340955 | -0.0438371,0.0020129 | -2.6678,-0.178279
484|3.89335,0.0479533,0.0479533,0.0285534 | 10.436,0.484966,0.484966,0.0341013 | -0.0439943,0.00201797 | -2.66753,-0.17824
485|3.89325,0.0479529,0.0479529,0.0285517 | 10.4384,0.485095,0.485095,0.0341071 | -0.0441511,0.00202301 | -2.66725,-0.1782
486|3.89315,0.0479525,0.0479525,0.0285499 | 10.4408,0.485224,0.485224,0.0341129 | -0.0443075,0.00202805 | -2.66697,-0.17816
487|3.89305,0.0479521,0.0479521,0.0285482 | 10.4432,0.485353,0.485353,0.0341187 | -0.0444634,0.00203306 | -2.66668,-0.17812
488|3.89295,0.0479517,0.0479517,0.0285464 | 10.4455,0.485482,0.485482,0.0341245 | -0.0446189,0.00203807 | -2.66639,-0.17808
489|3.89285,0.0479513,0.0479513,0.0285447 | 10.4479,0.485611,0.485611,0.0341303 | -0.0447739,0.00204306 | -2.6661,-0.17804
490|3.89275,0.0479508,0.0479508,0.0285429 | 10.4503,0.48574,0.48574,0.0341361 | -0.0449285,0.00204804 | -2.66581,-0.177999
491|3.89265,0.0479504,0.0479504,0.0285412 | 10.4527,0.485868,0.485868,0.0341419 | -0.0450826,0.00205301 | -2.66551,-0.177958
492|3.89255,0.04795,0.04795,0.0285394 | 10.455,0.485997,0.485997,0.0341476 | -0.0452364,0.00205796 | -2.6652,-0.177917
493|3.89246,0.0479496,0.0479496,0.0285377 | 10.4574,0.486125,0.486125,0.0341534 | -0.0453897,0.0020629 | -2.6649,-0.177876
494|3.89236,0.0479491,0.0479491,0.0285359 | 10.4598,0.486253,0.486253,0.0341592 | -0.0455425,0.00206782 | -2.66459,-0.177835
495|3.89226,0.0479487,0.0479487,0.0285342 | 10.4621,0.486381,0.486381,0.0341649 | -0.0456949,0.00207273 | -2.66427,-0.177793
496|3.89216,0.0479483,0.0479483,0.0285324 | 10.4645,0.48651,0.48651,0.0341707 | -0.0458469,0.00207763 | -2.66395,-0.177751
497|3.89207,0.0479478,0.0479478,0.0285307 | 10.4669,0.486638,0.486638,0.0341765 | -0.0459985,0.00208251 | -2.66363,-0.17771
498|3.89197,0.0479474,0.0479474,0.028529 | 10.4692,0.486766,0.486766,0.0341822 | -0.0461496,0.00208739 | -2.66331,-0.177667
499|3.89187,0.047947,0.047947,0.0285272 | 10.4716,0.486893,0.486893,0.034188 | -0.0463003,0.00209224 | -2.66298,-0.177625
500|3.89178,0.0479465,0.0479465,0.0285255 | 10.4739,0.487021,0.487021,0.0341937 | -0.0464505,0.00209708 | -2.66265,-0.177582
501|3.89168,0.0479461,0.0479461,0.0285237 | 10.4763,0.487149,0.487149,0.0341995 | -0.0466003,0.00210191 | -2.66231,-0.17754
502|3.89158,0.0479456,0.0479456,0.028522 | 10.4786,0.487276,0.487276,0.0342052 | -0.0467497,0.00210673 | -2.66198,-0.177497
503|3.89149,0.0479451,0.0479451,0.0285203 | 10.481,0.487404,0.487404,0.0342109 | -0.0468986,0.00211153 | -2.66163,-0.177453
504|3.89139,0.0479447,0.0479447,0.0285185 | 10.4833,0.487531,0.487531,0.0342167 | -0.0470471,0.00211632 | -2.66129,-0.17741
505|3.8913,0.0479442,0.0479442,0.0285168 | 10.4857,0.487658,0.487658,0.0342224 | -0.0471952,0.00212109 | -2.66094,-0.177366
506|3.8912,0.0479438,0.0479438,0.0285151 | 10.488,0.487785,0.487785,0.0342281 | -0.0473428,0.00212585 | -2.66058,-0.177323
507|3.89111,0.0479433,0.0479433,0.0285134 | 10.4904,0.487912,0.487912,0.0342338 | -0.04749,0.0021306 | -2.66023,-0.177279
508|3.89101,0.0479428,0.0479428,0.0285116 | 10.4927,0.488039,0.488039,0.0342395 | -0.0476368,0.00213533 | -2.65987,-0.177234
509|3.89092,0.0479424,0.0479424,0.0285099 | 10.4951,0.488166,0.488166,0.0342452 | -0.0477831,0.00214005 | -2.6595,-0.17719
510|3.89082,0.0479419,0.0479419,0.0285082 | 10.4974,0.488293,0.488293,0.0342509 | -0.047929,0.00214476 | -2.65914,-0.177145
511|3.89073,0.0479414,0.0479414,0.0285065 | 10.4998,0.48842,0.48842,0.0342566 | -0.0480744,0.00214945 | -2.65877,-0.177101
512|3.89063,0.0479409,0.0479409,0.0285047 | 10.5021,0.488546,0.488546,0.0342623 | -0.0482195,0.00215413 | -2.65839,-0.177056
513|3.89054,0.0479404,0.0479404,0.028503 | 10.5044,0.488673,0.488673,0.034268 | -0.0483641,0.00215879 | -2.65801,-0.17701
514|3.89045,0.0479399,0.0479399,0.0285013 | 10.5068,0.488799,0.488799,0.0342737 | -0.0485082,0.00216345 | -2.65763,-0.176965
515|3.89035,0.0479395,0.0479395,0.0284996 | 10.5091,0.488925,0.488925,0.0342794 | -0.048652,0.00216808 | -2.65725,-0.17692
516|3.89026,0.047939,0.047939,0.0284979 | 10.5114,0.489052,0.489052,0.034285 | -0.0487952,0.00217271 | -2.65686,-0.176874
517|3.89017,0.0479385,0.0479385,0.0284962 | 10.5138,0.489178,0.489178,0.0342907 | -0.0489381,0.00217732 | -2.65647,-0.176828
518|3.89007,0.047938,0.047938,0.0284944 | 10.5161,0.489304,0.489304,0.0342964 | -0.0490805,0.00218191 | -2.65607,-0.176782
519|3.88998,0.0479375,0.0479375,0.0284927 | 10.5184,0.489429,0.489429,0.034302 | -0.0492225,0.0021865 | -2.65567,-0.176735
520|3.88989,0.047937,0.047937,0.028491 | 10.5207,0.489555,0.489555,0.0343077 | -0.0493641,0.00219106 | -2.65527,-0.176689
521|3.8898,0.0479365,0.0479365,0.0284893 | 10.5231,0.489681,0.489681,0.0343133 | -0.0495052,0.00219562 | -2.65487,-0.176642
522|3.88971,0.0479359,0.0479359,0.0284876 | 10.5254,0.489807,0.489807,0.034319 | -0.0496459,0.00220016 | -2.65446,-0.176595
523|3.88961,0.0479354,0.0479354,0.0284859 | 10.5277,0.489932,0.489932,0.0343246 | -0.0497862,0.00220469 | -2.65404,-0.176548
524|3.88952,0.0479349,0.0479349,0.0284842 | 10.53,0.490057,0.490057,0.0343302 | -0.049926,0.00220921 | -2.65363,-0.1765
525|3.88943,0.0479344,0.0479344,0.0284825 | 10.5323,0.490183,0.490183,0.0343359 | -0.0500654,0.00221371 | -2.65321,-0.176453
526|3.88934,0.0479339,0.0479339,0.0284808 | 10.5347,0.490308,0.490308,0.0343415 | -0.0502044,0.00221819 | -2.65278,-0.176405
527|3.88925,0.0479334,0.0479334,0.0284791 | 10.537,0.490433,0.490433,0.0343471 | -0.050343,0.00222267 | -2.65236,-0.176357
528|3.88916,0.0479328,0.0479328,0.0284774 | 10.5393,0.490558,0.490558,0.0343527 | -0.0504811,0.00222712 | -2.65193,-0.176309
529|3.88907,0.0479323,0.0479323,0.0284757 | 10.5416,0.490683,0.490683,0.0343584 | -0.0506188,0.00223157 | -2.65149,-0.176261
530|3.88898,0.0479318,0.0479318,0.028474 | 10.5439,0.490807,0.490807,0.034364 | -0.050756,0.002236 | -2.65106,-0.176212
531|3.88889,0.0479312,0.0479312,0.0284723 | 10.5462,0.490932,0.490932,0.0343696 | -0.0508928,0.00224042 | -2.65061,-0.176164
532|3.8888,0.0479307,0.0479307,0.0284706 | 10.5485,0.491057,0.491057,0.0343752 | -0.0510292,0.00224482 | -2.65017,-0.176115
533|3.88871,0.0479302,0.0479302,0.0284689 | 10.5508,0.491181,0.491181,0.0343808 | -0.0511652,0.00224922 | -2.64972,-0.176066
534|3.88862,0.0479296,0.0479296,0.0284672 | 10.5531,0.491306,0.491306,0.0343864 | -0.0513007,0.00225359 | -2.64927,-0.176017
535|3.88853,0.0479291,0.0479291,0.0284656 | 10.5554,0.49143,0.49143,0.0343919 | -0.0514358,0.00225796 | -2.64882,-0.175967
536|3.88844,0.0479285,0.0479285,0.0284639 | 10.5577,0.491554,0.491554,0.0343975 | -0.0515705,0.00226231 | -2.64836,-0.175917
537|3.88835,0.047928,0.047928,0.0284622 | 10.56,0.491678,0.491678,0.0344031 | -0.0517048,0.00226664 | -2.6479,-0.175868
538|3.88826,0.0479274,0.0479274,0.0284605 | 10.5623,0.491802,0.491802,0.0344087 | -0.0518386,0.00227096 | -2.64743,-0.175818
539|3.88817,0.0479269,0.0479269,0.0284588 | 10.5646,0.491926,0.491926,0.0344142 | -0.051972,0.00227527 | -2.64697,-0.175767
540|3.88809,0.0479263,0.0479263,0.0284571 | 10.5669,0.49205,0.49205,0.0344198 | -0.052105,0.00227956 | -2.64649,-0.175717
541|3.888,0.0479258,0.0479258,0.0284555 | 10.5692,0.492173,0.492173,0.0344253 | -0.0522375,0.00228385 | -2.64602,-0.175666
542|3.88791,0.0479252,0.0479252,0.0284538 | 10.5715,0.492297,0.492297,0.0344309 | -0.0523696,0.00228812 | -2.64554,-0.175616
543|3.88782,0.0479246,0.0479246,0.0284521 | 10.5738,0.49242,0.49242,0.0344364 | -0.0525013,0.00229237 | -2.64506,-0.175565
544|3.88773,0.0479241,0.0479241,0.0284504 | 10.576,0.492543,0.492543,0.034442 | -0.0526326,0.00229661 | -2.64457,-0.175513
545|3.88765,0.0479235,0.0479235,0.0284488 | 10.5783,0.492667,0.492667,0.0344475 | -0.0527634,0.00230083 | -2.64409,-0.175462
546|3.88756,0.0479229,0.0479229,0.0284471 | 10.5806,0.49279,0.49279,0.034453 | -0.0528938,0.00230504 | -2.64359,-0.175411
547|3.88747,0.0479223,0.0479223,0.0284454 | 10.5829,0.492913,0.492913,0.0344586 | -0.0530238,0.00230924 | -2.6431,-0.175359
548|3.88739,0.0479218,0.0479218,0.0284438 | 10.5852,0.493036,0.493036,0.0344641 | -0.0531534,0.00231342 | -2.6426,-0.175307
549|3.8873,0.0479212,0.0479212,0.0284421 | 10.5874,0.493158,0.493158,0.0344696 | -0.0532825,0.00231759 | -2.6421,-0.175255
550|3.88721,0.0479206,0.0479206,0.0284404 | 10.5897,0.493281,0.493281,0.0344751 | -0.0534112,0.00232175 | -2.64159,-0.175203
551|3.88713,0.04792,0.04792,0.0284388 | 10.592,0.493404,0.493404,0.0344806 | -0.0535395,0.0023259 | -2.64108,-0.17515
